Participants,Signal,Text
10,14,"I would say it feels like dance music almost. It has a really high beat frequency if you can call it that. So like fast-paced music. And also because, again, I would say the onset of this one is a little bit higher. So it's more of the thumping sound that it gives off while still being in a high bpm. This is telling me that something is working at a fast pace. Yes, it's definitely attention-grabbing. I can't really specify what or what kind of feelings it brings with it other than it grabs my attention, not in a bad way or not in a good way. It's a neutral way, I'd say. It feels like something you might be drawn to look towards."
10,15,"So first of all, I would say, again, it feels a little bit more muddy in the sense that the vibration pattern is not as clearly defined or distinctively on-off if you'd say. It's more wavy in that sense. I would say, especially with something like this, where the sensation is so subtle, to begin with, you really have to feel to try to distinguish it. If I had to focus on other things while doing this, I think I would have a hard time allocating enough cognitive energy towards actively distinguishing this pattern here. I would say it makes me feel indifferent, almost. I don't know. It just doesn't really invoke anything special in me as opposed to a lot of the other ones. This one here feels just feels a little bit more indifferent."
10,16,"Okay. I don't really seem to be feeling anything, a little bit, maybe. Let's go with it. I would describe it as maybe a vibrator, almost like it's as opposed to some of the other ones that have this very fast onset and very quick decay as well. This is more of just a quick, vibrating feeling. There's just a continuous vibration. A vibrator. It feels like it's ticklish. Now that I can feel it better, it feels like it travels up the arm. It's a nice sensation actually, very pleasant. It's telling me. I don't know. I don't know if it's telling me anything specifically. It just leaves me with this sensation of pleasantness. I don't really feel that it conveys any message as such other than a purely hedonistic feel of something that feels good. Whereas some of the other examples where I said like this could be a notification, something very sharp that grabs my attention or communicates something's going on. This is more just a static, nice feeling, I would say."
11,1,"I can't feel that much, but initially, when it changed, I think it felt a bit tingly. It's a bit of a tingling sensation that I can feel a little bit on my finger that's not on it as well. It feels a little bit tingly, which is a bit odd and almost like there's something in between my finger and the glass. I don't know, actually. Grainy. I don't think you could describe a person as grainy. Not very different from my normal self. It hasn't really had much of an impact. I don't know."
11,2,"It's really slippery. It feels a lot more slippery. It feels like it's wet. It feels like there's some sort of liquid on the surface. Yes, it's a little bit icy, a little bit odd, because it's like the feeling of it being wet, but then also not cold. It just feels a bit like something's a bit wrong. It does really feel like I have a window that's just been cleaned or something because it's like the feeling of glass, but a bit slippery. You spilled something on a surface. I think I would go with slippery because that's the first thing that came to mind, and that's why it feels like it's easier to move. It feels like my finger is going faster."
11,3,"It's a little bit odd. It's as if there's something on the surface, but I can't feel it. And almost like when you run your hands on a really thin piece of carpet, a carpet that's got lots of stuff in it, not a big, fluffy one, but a boring carpet they put in hospitals and stuff. That's a really hard question. It feels bumpy. It feels like there's something in between. Because it's got this carpet sensation. It feels like it's going to be a bit more static. It's going to be harder to run your fingers across, but it's not. It just feels like there's something in between the glass."
11,4,"That I can't really feel much. This is a lot harder to work out the feeling than the other ones. And I also don't know whether it's just because I've now run my fingers over the same spot. It feels a bit weird. It feels a lot harder, whereas the other one was really slippery. This feels harder for it to run my hand across. I don't know. It doesn't really feel like much. I'm not getting as much of a sensation of this one."
11,5,"I don't know. I also can't feel as much of this one. I can't work out whether it's just doing the same pattern that's making it harder to run your hand from side to side or whether it's actually what it is supposed to be doing. It feels like there's a lot more vibrations and stuff coming from this one. It's a little bit like my phone is in my pocket, and it's vibrating a little bit."
11,6,"This is a bit like perspex glass. It's a little bit plasticky. I don't know if that makes sense. It's almost a bit dryer. It's not very pleasant. I don't particularly like the feeling. It's like when you're unpacking boxes or something. It's got that same sort of sensation. Yes, I'm not that great. It's like if I wouldn't want to voluntarily touch it. I think it would rather just be something that you would run your hands over and go. Take your hands off, or at least I would."
11,7,"It doesn't really feel like much. It just feels like I'm touching a computer screen or something. It's not just the pure glass. It feels a little bit more tactile but not as bad as the perspex-like feeling of the last one when you're running over. Yes, it does remind me of just feeling a phone or something. It's got the same sort of sensation, or at least like a touch screen laptop."
11,8,"This feels a lot lighter for some reason, almost soft in a really weird way. It's not slippery, like the last one, a bit more soft as in a pillow. I feel like it feels like more of material as in something cloth-like than glass, and that is easy. It's more of a gentle sensation. It's quite kind, soft-spoken. There's a lot less friction, or it feels like it than the other ones. And it's quite calming. It feels more like you're painting or something than doing an action."
11,9,"I don't like the feeling of this at all. It feels like your fingers are getting stuck in something like a strange vibration sensation as they get stuck. So it feels like I shouldn't be doing it. As if it was a screen, it would be --. Yes, I guess the sensation is sticky. It's just not particularly pleasant. I don't like the feeling. As you bring your hands across it, it feels like there's little vibrations going into your fingers way more than the other ones. I don't like that. It's a bit uncomfortable. Also, it's slightly reminding me in the pattern that it feels on my fingers of the iPhone alarm. It's got a sequence to it, and you can sort of feel that in your fingers."
11,10,"Okay. This is even worse. That's just like the last one, but just better. It feels like my phone's vibrating, but I've just got my hand on it. I've got a phone call coming through, and it's got one of those annoying ringtones where it's ringing constantly. And there's a vibration setting on. Yes, I mean, all I can think of is a phone because it feels like a vibration. I find that question really hard when you try to feel it. I don't know. Adjectives don't spring to mind. It feels a lot more urgent than the last ones. It feels like I'm supposed to be doing something, and I'm ignoring it."
11,11,"This doesn't feel like much, not really. It doesn't feel like much difference to when it's just the glass. Not really, because I can't really feel much with this one. It's a lot more pleasant than the last. The last ones felt like they were vibrating a lot."
11,12,"It's got an odd sensation. It doesn't feel completely smooth anymore, but a little bit more like your fingers getting stuck. But it's not consistent. It feels a bit like if you've got rubber boots on like rubber Wellies. And you go into someone's house, and you brush your feet, and because there's something about the two materials together, it feels like it's getting stuck. I mean, it's not unpleasant. It just feels like there's something in the way that this makes them stick. My hands are a bit sweatier than they were a few seconds ago, but it doesn't feel like that on my actual hand, just on the glass. As it gets stuck, that's an area that should be paid more attention to. There's a reason why it's getting stuck or at least feels like that like caught rather than stuck, I guess."
11,13,"It feels like there's a pattern to this one, as well as like a vibration but not that it's getting stuck and not like it's ringing either. Not bad because it's quite a familiar feeling rather than a phone ringing. It feels more like there's music playing from the phone, and you can just feel something, but it doesn't feel as intentional. A little bit like a base from a speaker. Consistent."
11,14,"It feels it feels different on each finger. No, I can't associate it with anything that I've felt before. As you're running your finger across it, you hit a point where you can feel it. And it's like vibrations afterward, and then it fades a bit, and then you can feel again. It's almost like you hit the peak of the sensation, and then it fades a little bit. It feels like there's a texture to it. Almost like you're feeling brail. And that it's bumpy. That's maybe a good way of explaining it. It feels like you're running over individual bumps. It got that much texture to it."
11,15,"This one doesn't feel like much. Almost a little bit tingling in my fingers, but other than that, it just feels like glass. I once had a glass screen protector that gave a similar sensation, but I think it just wasn't put on properly. It's quite a nice sensation. It doesn't feel sticky or uncomfortable. You've just touched something that is a little bit static, but you've not had a static shock. It just feels a bit like static."
11,16,"I can't really feel much. No, not really. Just a little bit rough. It's almost like a piece of wood that's just being sanded, so it should be smooth, but it's a little bit not, a little bit more textured than just a smooth piece of wood. It does feel like it doesn't normally feel like this. It feels like this for a reason. It's hardy, a bit rough around the edges. It does remind me of the feeling of sandpaper. It reminds me of my granddad building stuff. It's got the same sort of sensation as a piece of wood or a drawer or something like that."
12,1,"On this finger, I can feel tiny little, very light bumps, but super, super light. Not bringing up many feelings, more annoyance that I can't feel it, but I think I've got quite calloused fingers. It's weird that I can't feel it on those two. Feels like a stubbly beard, but like the day after shaving."
12,2,"Yes, nothing on those two fingers again. It almost feels like it's not as continuous as the last one. The last one was like tiny little footsteps. This is more of like a skip. Like a very faint heartbeat, if you were testing somebody. Quiet because I can barely feel it. Yes, just like a mousy person that doesn't really have much to say, but a child, definitely a child. A quiet child that is skipping around a playground."
12,3,"I think this one is even fainter than the first two. It is so hard to know whether it's the screen or --. Don't really feel like I'm feeling anything. There might be a slight buzz. The first one was like somebody who's doing tiny steps. The second one was like skipping. This is even more continuous than steps like a razor or something, but super, super light because I'm not even sure if I'm really feeling anything. Not much, because I can't feel it. Nothing, I think. I would be trying to make something up here because I am really not feeling much."
12,4,"What's wrong with my fingers? Again, absolutely nothing that time. No."
12,5,"Once again, I don't think I feel anything on any of the fingers. Maybe like a very light vibration on my pinkie, but I could be imagining it because I want to."
12,6,"Nothing on the first or second. Maybe I feel something super, super light again. Feels like running my finger over glass, but with a little bit more friction, I guess, like little tiny bumps. There is tiny, tiny, not even sand, smaller than sand on it, possibly. Yes, reminds me of running your finger through sand for some reason."
12,7,"Nothing on the first finger. This one is super light again. Is there maybe pulses that are far apart? They're not really just one wide gap between each pulse, I think, but super light, quite hard to detect. Certainly not on my first two fingers, but I'm getting something maybe on my third and on my pinky. Nonexistent, it really doesn't feel like it's there. I guess I used this analogy already, but like a very slow heartbeat like [onomatopoeia] with little tiny vibration on it. [onomatopoeia]. Maybe it's a dying bee. Sad."
12,8,"Nothing on the first. Nothing on the second. No, I don't think I'm getting anything at all this time. No, I've got nothing to say on that. It's nothing there."
12,9,"Okay, it seems I've got a numb first finger because there's nothing happening there. Not much going on with the second. No, I don't think I'm really getting anything."
12,10,"No, not much going on with first or second. No. Feels like maybe there is a very, very light, similar to one of the ones from the first half, like very continuous buzz, but very very light once again. Or is it continuous? Yes, not much happening there but just very, very light buzz. "
12,11,"Nothing on my first finger. Nothing on second. No, I don't think I'm getting anything again. It's less continuous than the last one, a little bit bumpy, but super, super light once again. Yes, not much to say on it because I can barely feel it. A little bit gravelly."
12,12,"Nothing on first. Nothing on second. Feels like this one is maybe like another pulsing one, perhaps. It's like [onomatopoeia] but once again super light, can't really feel it. I don't know. I don't love it for some reason. It doesn't feel super good. I can definitely feel it a bit more now that I'm touching it more. Yes, it's grand. I wouldn't be annoyed if this was on my phone. I don't know if I'd feel it if it was on my phone. I would describe it as a gentle buzz, pulsing, that goes on and off and on and off, and it's not continuous."
12,13,"Okay, I'm getting this on my pinky for sure. It feels like going over speed bumps. If you were an ant --. That doesn't make any sense. Not a normal person's speed bump --. An ant going over ant-sized speed bumps. Not us going over us-sized speed bumps for some reason. It's very, very small the sensation, but it is bumpy. I like it more than the last one. I didn't love the gaps in the last one. The gaps made me uncomfortable for some reason. It feels like it's bumpy, so I guess there is technically gaps, but obviously, they're closer together. Yes, I could vibe with this one. Yes, but I don't know what. It's really hard to recall sensations. Do you know whenever you start getting your blood taken, and you can feel your blood in your finger? You've got that little thing that clips on. It feels like that. But it doesn't feel like taking someone's heartbeat. I don't know. "
12,14,"Okay, nothing there on the first finger. Nothing on second. So hard to tell the difference between the glass and the sensations. Yes, getting something on my pinky finger. This feels definitely more intense than the last one. Is it like a longer one and then a shorter one or something? Feels like that. Or is it just one? [onomatopoeia]. Yes, this one's okay. It feels like there's more manic. There's more beats in it. Do you know whenever you're playing Xbox or Playstation, and you crash into something, or somebody shoots you, it vibrates? Feels like that. It's telling me that I've just been shot or that I've crashed into something. I'm associating it with that memory."
12,15,"Nothing on my first finger. Nothing on second. Nothing on third. Okay, definitely getting something super light. Feels like there's big gaps between it. Only when I change direction, maybe it does something. Feels super light. This feels like a very chilled-out one. Like you're taking a stroll on the beach. I don't know what vibrates on a beach. Your phone vibrates in your pocket or something like relax; we're having a good time.  Somebody that is a bit of a stoner and is giving deep thoughts for some reason. I don't know why. But it just feels like a chill-out, like whatever, we're just hanging out. Just chilled out, having a good time."
12,16,"Maybe something on the first two. Yes, there's my pinky picking something up. Definitely got something. I don't like this one. Why? It feels uneven. The vibrations just aren't equal to each other, and that just doesn't feel good. It's more intense than the others, but not in a nice way. Nothing springing to mind. I'm not having a good time, I would say. Bad. I'm not sad. I'm not angry. What's a bad emotion? Annoyance; get yourself together. Why are you so on even? Yes, someone who is sloppy, messy. I'm annoyed at you. And you're making me uncomfortable."
